Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New York City,2019,29,07/20/2019,1031,950,,243,45,20,28,32,17,,16,323,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,30,07/27/2019,1016,945,,227,40,18,28,30,13,10,18,331,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,31,08/03/2019,1040,961,,253,29,22,26,42,12,11,10,334,37,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,32,08/10/2019,958,894,,222,32,16,37,26,18,,,292,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,33,08/17/2019,962,890,,219,34,15,23,30,,10,12,308,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,34,08/24/2019,958,884,,237,31,31,28,27,10,,13,293,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,35,08/31/2019,935,859,11,219,23,14,25,31,,12,12,309,34,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,36,09/07/2019,936,867,,248,21,15,20,16,10,12,15,298,28,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,37,09/14/2019,970,905,,250,31,23,28,26,,,,314,51,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,38,09/21/2019,1025,952,12,241,36,23,24,22,18,10,14,325,36,0,0,,,,,,,,,,,,,,,
New York City,2019,39,09/28/2019,991,927,,241,32,10,19,23,14,,,325,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,40,10/05/2019,1050,965,10,245,33,22,24,35,,,10,330,36,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,41,10/12/2019,1097,1016,16,234,35,32,33,32,,10,18,352,45,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,42,10/19/2019,1058,990,,242,45,19,38,39,,12,13,334,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,43,10/26/2019,1047,979,12,243,45,25,16,32,12,11,,346,31,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,44,11/02/2019,970,917,11,223,30,15,28,27,,13,13,303,29,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,45,11/09/2019,1114,1036,,265,30,22,40,34,11,13,,347,46,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,46,11/16/2019,1100,1028,12,237,48,24,37,26,10,15,17,363,35,0,0,,,,,,,,,,,,,,,
New York City,2019,47,11/23/2019,1043,978,,204,33,22,24,35,11,15,13,337,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,48,11/30/2019,1015,961,,213,31,28,25,22,18,16,13,342,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,49,12/07/2019,1155,1083,,246,44,31,25,47,14,17,23,375,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,50,12/14/2019,1134,1065,10,261,44,19,38,32,13,10,22,351,33,0,0,,,,,,,,,,,,,,,
New York City,2019,51,12/21/2019,1121,1045,,230,34,23,33,41,17,12,36,361,41,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,52,12/28/2019,1138,1089,15,233,44,31,42,31,12,12,45,379,45,0,0,,,,,,,,,,,,,,,
New York City,2020,1,01/04/2020,1062,1022,,223,34,24,51,37,14,13,79,350,19,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,2,01/11/2020,1108,1085,15,217,46,18,47,39,10,16,72,353,45,0,0,,,,,,,,,,,,,,,
New York City,2020,3,01/18/2020,1129,1100,11,235,26,15,56,35,12,17,95,333,45,0,0,,,,,,,,,,,,,,,
New York City,2020,4,01/25/2020,1180,1144,14,255,43,25,56,28,14,16,99,361,39,0,0,,,,,,,,,,,,,,,
New York City,2020,5,02/01/2020,1169,1127,,286,29,27,54,34,19,10,84,338,35,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,6,02/08/2020,1171,1138,16,227,42,21,60,43,14,18,95,351,50,0,0,,,,,,,,,,,,,,,
New York City,2020,7,02/15/2020,1122,1095,,253,39,22,42,31,,,73,361,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,8,02/22/2020,1081,1051,10,248,28,23,33,38,10,14,81,325,41,0,0,,,,,,,,,,,,,,,
New York City,2020,9,02/29/2020,1103,1074,10,227,32,22,35,45,13,12,105,313,53,0,0,,,,,,,,,,,,,,,
New York City,2020,10,03/07/2020,1112,1082,12,241,42,12,42,27,,,76,347,39,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,11,03/14/2020,1127,1093,13,230,36,22,46,32,,14,74,371,41,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,12,03/21/2020,1394,1370,12,260,59,25,62,37,15,15,68,412,50,113,109,,,,,,,,,,,,,,,
New York City,2020,13,03/28/2020,2740,2696,13,261,84,38,130,78,26,20,71,727,52,884,812,,,,,,,,,,,,,,,
New York City,2020,14,04/04/2020,5935,5897,24,257,180,59,264,124,54,35,76,1459,72,2858,2632,,,,,,,,,,,,,,,
New York City,2020,15,04/11/2020,7465,7422,12,247,155,52,246,105,65,29,90,1679,82,4294,3997,,,,,,,,,,,,,,,
New York City,2020,16,04/18/2020,5365,5319,12,178,82,37,111,69,42,12,61,1103,55,3345,3077,,,,,,,,,,,,,,,
New York City,2020,17,04/25/2020,3397,3359,,184,47,24,103,32,21,13,88,658,32,1993,1843,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,18,05/02/2020,1803,1772,,136,26,22,45,25,20,,89,431,33,842,764,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,19,05/09/2020,873,864,,83,15,,23,12,,,79,248,18,279,273,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,20,05/16/2020,80,79,,,,,,,0,0,,27,,21,20,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Carolina,2019,1,01/05/2019,1934,1770,26,375,71,90,37,125,42,50,16,392,92,0,0,,,,,,,,,,,,,,,
North Carolina,2019,2,01/12/2019,1968,1809,28,379,59,93,25,142,44,35,21,409,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,3,01/19/2019,1866,1699,32,392,59,88,32,106,37,51,16,392,98,0,0,,,,,,,,,,,,,,,
North Carolina,2019,4,01/26/2019,1898,1729,31,422,61,82,33,106,41,46,18,364,103,0,0,,,,,,,,,,,,,,,
North Carolina,2019,5,02/02/2019,1932,1772,22,411,66,87,43,107,36,53,13,402,111,0,0,,,,,,,,,,,,,,,
North Carolina,2019,6,02/09/2019,2092,1921,40,406,70,102,65,141,32,48,19,404,117,0,0,,,,,,,,,,,,,,,
North Carolina,2019,7,02/16/2019,2051,1897,33,418,75,104,59,118,32,48,18,435,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,8,02/23/2019,2043,1893,38,425,73,89,75,133,40,53,26,415,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,9,03/02/2019,1997,1831,33,405,61,97,51,149,32,43,18,398,111,0,0,,,,,,,,,,,,,,,
North Carolina,2019,10,03/09/2019,1973,1809,37,421,64,84,51,126,33,32,19,397,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,11,03/16/2019,1907,1762,39,411,55,90,65,130,23,35,23,348,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,12,03/23/2019,1873,1720,27,379,60,86,45,114,23,56,17,409,98,0,0,,,,,,,,,,,,,,,
North Carolina,2019,13,03/30/2019,1893,1712,35,369,49,79,46,110,35,43,26,374,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,14,04/06/2019,1914,1754,25,374,60,98,38,130,35,40,15,417,109,0,0,,,,,,,,,,,,,,,
North Carolina,2019,15,04/13/2019,1957,1784,28,390,65,104,37,126,25,35,25,400,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,16,04/20/2019,1822,1666,35,379,55,65,37,132,31,52,18,353,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,17,04/27/2019,1815,1666,33,375,61,87,36,101,35,37,18,361,85,0,0,,,,,,,,,,,,,,,
North Carolina,2019,18,05/04/2019,1919,1732,39,398,63,72,45,111,37,36,20,393,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,19,05/11/2019,1793,1643,24,358,45,87,34,103,35,36,22,404,91,0,0,,,,,,,,,,,,,,,
North Carolina,2019,20,05/18/2019,1775,1648,34,403,57,94,36,113,35,37,25,357,95,0,0,,,,,,,,,,,,,,,
North Carolina,2019,21,05/25/2019,1885,1706,36,410,52,89,30,95,30,39,17,413,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,22,06/01/2019,1815,1637,33,385,51,73,25,98,26,44,25,383,100,0,0,,,,,,,,,,,,,,,
North Carolina,2019,23,06/08/2019,1822,1623,28,373,58,80,30,109,29,42,32,348,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,24,06/15/2019,1860,1706,33,407,58,91,25,103,33,53,22,393,90,0,0,,,,,,,,,,,,,,,
North Carolina,2019,25,06/22/2019,1819,1648,30,396,55,81,27,101,23,45,28,380,112,0,0,,,,,,,,,,,,,,,
North Carolina,2019,26,06/29/2019,1785,1621,22,389,55,83,28,77,30,36,29,385,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,27,07/06/2019,1791,1638,19,369,44,79,30,100,32,39,22,400,102,0,0,,,,,,,,,,,,,,,
North Carolina,2019,28,07/13/2019,1679,1540,22,394,52,80,22,92,28,42,32,297,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,29,07/20/2019,1744,1569,24,358,60,89,20,89,36,36,35,355,86,0,0,,,,,,,,,,,,,,,
North Carolina,2019,30,07/27/2019,1762,1596,25,392,61,74,27,107,34,47,21,339,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,31,08/03/2019,1712,1559,39,379,50,78,25,90,27,49,24,337,80,0,0,,,,,,,,,,,,,,,
North Carolina,2019,32,08/10/2019,1787,1646,38,374,59,83,22,97,23,36,39,332,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,33,08/17/2019,1703,1544,17,365,61,77,27,85,35,30,27,344,102,0,0,,,,,,,,,,,,,,,
North Carolina,2019,34,08/24/2019,1749,1603,31,366,52,78,22,96,22,35,34,349,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,35,08/31/2019,1719,1566,24,388,47,79,24,88,24,37,34,331,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,36,09/07/2019,1757,1592,23,378,56,82,31,72,16,38,37,377,76,0,0,,,,,,,,,,,,,,,
North Carolina,2019,37,09/14/2019,1694,1558,27,393,68,73,22,80,21,33,45,319,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,38,09/21/2019,1802,1645,19,400,61,78,25,80,27,46,42,365,84,0,0,,,,,,,,,,,,,,,
North Carolina,2019,39,09/28/2019,1822,1678,30,406,53,75,22,92,29,56,42,381,86,0,0,,,,,,,,,,,,,,,
North Carolina,2019,40,10/05/2019,1848,1692,25,392,70,81,31,107,30,36,41,350,103,0,0,,,,,,,,,,,,,,,
North Carolina,2019,41,10/12/2019,1746,1591,28,390,61,74,23,71,35,31,37,379,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,42,10/19/2019,1811,1676,26,394,64,81,14,99,27,36,46,394,92,0,0,,,,,,,,,,,,,,,
North Carolina,2019,43,10/26/2019,1887,1766,36,420,62,101,22,100,18,39,44,383,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,44,11/02/2019,1739,1598,32,361,68,88,26,90,28,35,59,343,111,0,0,,,,,,,,,,,,,,,
North Carolina,2019,45,11/09/2019,1824,1685,29,377,54,79,17,85,31,39,57,403,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,46,11/16/2019,1870,1741,30,390,68,86,33,98,28,49,60,378,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,47,11/23/2019,1900,1764,33,363,55,105,33,91,26,37,36,394,135,0,0,,,,,,,,,,,,,,,
North Carolina,2019,48,11/30/2019,1811,1693,23,371,60,99,38,96,33,40,46,365,113,0,0,,,,,,,,,,,,,,,
North Carolina,2019,49,12/07/2019,2000,1863,32,400,79,108,30,104,32,43,51,384,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,50,12/14/2019,1946,1806,39,377,77,111,34,92,30,43,56,365,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,51,12/21/2019,1875,1753,29,380,58,103,42,108,25,37,57,378,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,52,12/28/2019,1994,1854,31,406,66,96,25,106,33,40,80,407,97,0,0,,,,,,,,,,,,,,,
North Carolina,2020,1,01/04/2020,1999,1874,37,375,64,90,46,135,36,56,75,408,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,2,01/11/2020,1982,1862,29,397,57,100,58,121,40,37,89,365,103,0,0,,,,,,,,,,,,,,,
North Carolina,2020,3,01/18/2020,1896,1791,30,404,58,86,48,135,30,25,58,357,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,4,01/25/2020,1985,1859,27,415,59,80,47,118,39,51,90,388,119,0,0,,,,,,,,,,,,,,,
North Carolina,2020,5,02/01/2020,1973,1852,40,379,54,107,45,122,34,26,62,389,116,0,0,,,,,,,,,,,,,,,
North Carolina,2020,6,02/08/2020,2047,1908,31,416,63,104,53,117,39,49,81,410,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,7,02/15/2020,2043,1918,33,396,53,88,76,127,32,52,67,375,125,0,0,,,,,,,,,,,,,,,
North Carolina,2020,8,02/22/2020,1897,1806,33,402,65,92,67,113,26,41,70,368,114,0,0,,,,,,,,,,,,,,,
North Carolina,2020,9,02/29/2020,1897,1789,38,381,57,93,59,116,35,37,74,373,104,0,0,,,,,,,,,,,,,,,
North Carolina,2020,10,03/07/2020,1907,1779,34,386,51,98,49,111,28,36,84,373,104,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,11,03/14/2020,1668,1582,26,353,49,81,35,96,32,34,70,344,93,0,0,,,,,,,,,,,,,,,
North Carolina,2020,12,03/21/2020,1271,1209,21,245,36,70,32,73,23,31,47,270,68,0,0,,,,,,,,,,,,,,,
North Carolina,2020,13,03/28/2020,482,452,,84,21,21,17,19,,,13,99,31,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,14,04/04/2020,104,101,,19,,,,,,,,28,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,15,04/11/2020,,,0,0,0,0,0,0,0,0,0,0,0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,16,04/18/2020,13,13,0,,0,0,0,0,0,0,0,0,0,12,12,,,,Suppressed (counts 1-9),,,,,,,,,,,
North Carolina,2020,17,04/25/2020,,,0,0,0,0,0,0,0,0,0,0,0,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Dakota,2019,1,01/05/2019,136,127,,30,,,,11,,0,,29,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,2,01/12/2019,143,127,,23,,10,,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,3,01/19/2019,161,151,,32,,,,,,0,,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,4,01/26/2019,136,123,,29,,11,,,,,0,37,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,5,02/02/2019,133,127,,28,,10,,10,,,,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,6,02/09/2019,130,119,,25,0,,,,,,,19,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,7,02/16/2019,161,141,,38,,12,,,,,0,33,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,8,02/23/2019,138,131,,25,,10,,,0,,0,32,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
North Dakota,2019,9,03/02/2019,144,128,,20,,,,11,0,,,28,12,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,10,03/09/2019,117,106,,14,,,,,,,,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,11,03/16/2019,118,103,,17,,,,,,,,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,12,03/23/2019,145,133,,29,,,,10,,,,28,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,13,03/30/2019,142,123,,29,,10,,13,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,14,04/06/2019,172,162,0,39,,,,18,0,,,39,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,15,04/13/2019,149,134,,22,,,,12,0,,,36,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,16,04/20/2019,138,132,,22,,12,,,,,,26,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,17,04/27/2019,135,122,,28,,14,,,,,,28,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,18,05/04/2019,166,146,,33,,,,,,,,35,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,19,05/11/2019,140,127,,33,,,,,,,,32,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,20,05/18/2019,153,136,,32,,,,,,,0,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
North Dakota,2019,21,05/25/2019,135,127,,32,,,,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,22,06/01/2019,164,149,,29,,11,,,,,,33,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,23,06/08/2019,136,124,,27,,,,,,,,40,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,24,06/15/2019,155,140,,30,,,,,,,,33,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,25,06/22/2019,129,120,,27,,10,,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,26,06/29/2019,136,122,,25,,,,,,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,27,07/06/2019,130,119,0,30,,,,,0,,,32,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,28,07/13/2019,137,115,,32,,,,,0,,,28,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,29,07/20/2019,116,101,0,18,,,,,,,,27,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,30,07/27/2019,135,124,,21,,,,,,,,31,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,31,08/03/2019,114,101,,25,,,,,0,,,26,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,32,08/10/2019,142,128,,33,,,,,,,,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,33,08/17/2019,139,132,,33,,,,,,,,40,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,34,08/24/2019,163,150,,29,,,,16,,,,32,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
North Dakota,2019,35,08/31/2019,116,100,,15,,,,,,,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
North Dakota,2019,36,09/07/2019,122,104,,23,,,0,,,,0,23,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
